classification,ra ,dec,u,b,v,r,h,k
5,10.89,41.57,19.01,18.82,18.12,17.69,9999,9999
5,10.92,41.81,20,19.8,19.08,18.62,9999,9999
5,10.94,41.77,20.76,20.48,19.8,19.29,9999,9999
5,10.96,41.78,17.17,17.98,17.94,17.9,9999,9999
5,10.97,41.71,20.38,19.63,18.71,18.1,9999,9999
5,10.97,41.79,19.99,20.11,19.7,19.49,9999,9999
5,10.97,41.83,20.06,19.41,18.47,17.97,9999,9999
5,10.98,41.49,21.36,19.88,18.56,17.66,14.66,14.39
5,10.99,41.75,21.1,20.55,19.95,19.19,9999,9999
5,10.99,41.59,19.34,18.85,18.02,17.56,9999,9999
5,11,41.81,19.14,18.55,17.67,17.19,16.05,15.11
5,11,41.86,20.03,20.32,19.35,18.47,15.01,14.54
5,11.04,41.57,18.48,18.91,19.03,18.92,9999,9999
5,11.05,41.61,19.65,19.49,18.74,18.31,9999,9999
5,11.05,41.59,17.65,17.65,17.25,17.06,9999,9999
5,11.11,41.62,20.18,19.79,18.99,18.56,9999,9999
5,11.12,41.34,17.82,18.11,17.71,17.52,9999,9999
5,11.13,41.31,19.84,19.14,18.18,17.61,9999,9999
5,11.14,41.8,21.49,21.09,20.09,19.23,9999,9999
5,11.15,41.88,19.89,19.67,18.96,18.31,9999,9999
5,11.16,41.92,21.2,20.33,19.12,18.25,15.12,15.59
5,11.18,41.42,21.74,20.39,18.95,17.86,14.27,14.11
5,11.18,41.56,18.45,18.36,17.71,17.29,15.28,15.41
5,11.2,42.1,22.38,21.03,19.64,18.62,15.45,15.05
5,11.2,41.8,19.39,19.19,18.52,18.13,9999,9999
5,11.23,41.54,19.02,18.99,18.39,18.02,9999,9999
5,11.25,41.89,20.54,20.07,19.49,19.02,9999,9999
5,11.29,41.84,18.68,18.79,18.26,17.97,9999,9999
5,11.36,41.64,19.94,20.18,19.62,19.01,9999,9999
5,11.38,41.73,19.28,19.97,19.6,19.18,9999,9999
5,11.4,41.74,18.18,17.5,16.56,16,14.16,14.01
5,11.42,41.92,18.26,18.88,18.57,18.4,9999,9999
5,11.45,41.66,21.45,20.87,19.96,19.39,9999,9999
5,11.55,41.65,20.33,20.26,19.57,19.19,9999,9999
5,11.61,41.64,20.5,20.24,19.5,19,9999,9999
5,11.66,41.99,19.13,18.75,17.91,17.41,9999,16.05
5,11.68,41.98,18.63,19.28,18.9,18.66,9999,9999
5,9.72,40.64,18.2,18.66,18.4,18.28,9999,9999
5,9.85,40.24,17.86,17.88,17.17,16.79,15.25,15.52
5,10,40.47,17.61,18.39,18.27,18.19,9999,9999
5,10.04,40.63,18.79,19.04,18.57,18.22,9999,9999
5,10.24,40.37,19.38,19.22,17.98,17.26,15.09,14.48
5,10.26,40.77,20.43,20.09,19.27,18.81,9999,9999
5,10.38,40.65,20.88,20.6,19.85,19.11,9999,9999
5,10.42,40.94,21.47,20.94,19.42,18.64,15.35,15
5,10.56,41.57,19.65,18.89,17.93,17.34,9999,9999
5,10.63,41.39,18.8,18.59,17.89,17.49,9999,9999
5,10.69,40.91,20.22,19.01,17.68,16.77,13.79,13.77
5,10.71,41.38,16.57,16.48,15.8,15.52,14.3,15.03
5,10.71,41.39,18.75,18.2,17.33,16.9,9999,9999
5,10.82,41.51,21.09,20.17,18.81,17.95,15.21,15.25
5,10.85,41.59,20.96,20.5,19.61,19.03,9999,9999
5,10.89,41.68,20.79,19.59,18.47,17.73,9999,9999
5,10.93,41.78,19.87,19.35,18.61,18.14,9999,9999
5,10.94,41.78,18.44,18.8,18.62,18.61,9999,9999
5,10.94,41.47,21.06,20.62,19.93,19.42,9999,9999
5,11.07,41.89,21.62,20.25,19.59,18.83,9999,9999
5,11.07,41.82,19.87,19.28,18.37,17.77,15.18,15.42
5,11.11,41.64,21.51,20.39,19.03,17.85,14.94,14.52
5,11.12,41.93,19.34,19.37,18.81,18.48,9999,9999
5,11.14,41.86,20.57,20.52,20.11,19.77,9999,9999
5,11.16,42.15,21.88,20.6,19.23,18.33,15.15,14.99
5,11.18,41.79,22.29,20.87,19.4,18.4,9999,9999
5,11.28,42.3,20.16,19.77,18.91,18.45,9999,9999
5,11.28,41.4,20.62,20.18,19.32,18.7,9999,9999
5,11.31,41.67,19.85,19.68,19.23,18.95,9999,9999
5,11.31,41.79,18.6,18.69,18,17.6,9999,9999
5,11.33,41.6,21.33,20.53,19.27,18.27,15.28,14.96
5,11.35,41.5,21.02,20.33,19.32,18.68,9999,9999
5,11.35,41.46,21.67,20.64,19.05,18.05,15.36,14.98
5,11.38,41.62,19.29,19.27,18.54,18.1,9999,9999
5,11.38,41.48,21.7,20.85,19.54,18.71,15.77,15.25
5,11.39,41.47,22.99,21.39,20.08,19.24,9999,9999
5,11.42,41.7,19.85,19.72,19.05,18.66,9999,9999
5,11.43,41.71,17.49,18.05,17.78,17.53,9999,9999
5,11.67,41.86,21.43,20.74,19.75,19.22,9999,9999
5,11.7,41.76,17.86,18.16,17.97,17.89,9999,9999
5,11.84,42.45,20.49,19.53,18.53,17.91,15.68,15.52
5,11.87,41.9,18.28,18.03,17.32,16.84,15.68,15.05
5,9.3,40.29,16.79,16.56,15.79,15.42,9999,9999
5,9.99,40.66,16.73,16.84,16.14,15.77,14.58,14.72
5,10.06,41.01,19.23,18.76,17.86,17.35,15.4,18.32
5,10.07,40.47,18.93,18.73,17.83,17.27,9999,9999
5,10.08,40.83,17.78,17.38,16.5,16.03,14.21,14.2
5,10.1,40.7,18.07,17.79,16.96,16.51,15.18,15.03
5,10.16,40.85,17.98,17.71,16.94,16.56,14.96,15.1
5,10.2,41.37,19.85,19.26,18.45,17.96,9999,9999
5,10.26,40.61,17.27,16.98,16.08,15.53,13.79,13.58
5,10.29,41.32,19.52,19.02,18.15,17.62,9999,9999
5,10.34,41.23,17.84,17.8,17.14,16.8,9999,9999
5,10.8,41.76,16.42,16.35,15.76,15.38,14.67,14.52
5,11.04,41.97,17.08,17.16,16.55,16.26,9999,9999
5,11.05,41.92,16.83,16.66,15.97,15.61,14.28,14.36
5,11.08,41.93,21.15,20.38,19.38,18.72,9999,9999
5,11.12,41.57,16.35,16.16,15.65,15.15,13.74,13.65
5,12.04,42.42,17.44,17.28,16.67,16.29,14.81,15.11
5,10.13,40.75,18.56,17.75,16.51,15.66,13.29,13.08
5,10.29,40.55,21.53,20.55,19.2,18.12,15.04,14.75
5,10.3,41.17,20.31,19.03,17.58,16.53,13.68,13.74
5,10.41,40.87,22.74,22.7,21.17,19.87,15.82,15.58
5,10.42,41.05,19.95,18.69,17.32,16.39,13.83,13.83
5,10.42,41.25,20.57,19.37,18.22,17.5,15.19,15.24
5,10.53,41,15.86,15.79,15.11,14.77,13.52,13.44
5,10.56,40.81,21.7,21.23,19.94,18.9,15.01,14.57
5,10.63,41.38,19.37,18.35,17.29,16.6,14.88,14.79
5,10.8,41.05,17.64,17.14,16.27,15.79,14.32,14.55
5,10.97,41.24,18.51,18.5,17.85,17.47,15.99,17.22
5,10.99,41.76,20.45,19.59,18.33,17.33,14.73,14.8
5,11.06,41.37,20.95,19.56,18.28,17.41,15.2,16.02
5,11.09,41.56,22.33,21.44,20.37,19.54,15.5,15.94
5,11.36,41.7,23.12,22.16,20.76,19.41,14.56,14.39
5,11.36,41.76,23.35,22.4,21.09,19.88,14.96,14.42
5,11.37,41.5,16.78,16.26,15.42,14.9,13.29,13.39
5,11.99,42.12,19.46,19.25,18.49,18.04,9999,9999
5,11.32,41.75,21.92,20.94,19.58,18.56,15.83,15.11
5,10.74,41.31,21.73,20.79,19.7,19.08,9999,9999
5,11.18,40.74,20.48,19.94,18.94,17.97,14.81,9999
5,11.67,41.64,20.79,21.05,20.26,19.09,15.06,14.79
5,10.46,42.13,19.18,18.94,18.21,17.81,9999,9999
5,12.44,41.39,17.71,17.66,17.05,16.74,15.77,15.52
5,10.07,40.66,20.16,19.61,18.71,18.2,9999,9999
5,10.41,40.87,18.2,18.49,18.1,17.95,9999,9999
5,10.75,41.36,19.89,18.88,17.66,16.85,14.32,14.07
5,10.14,41.58,16.05,16.12,15.58,15.31,14.21,14.14
5,10.16,40.8,19.31,19.1,18.36,17.89,9999,9999
5,10.19,40.98,18.99,19.15,18.55,18,9999,9999
5,10.31,41.75,20.84,19.6,18.21,17.23,14.95,14.48
5,10.41,41.72,19.83,19.53,18.73,18.25,9999,9999
5,10.63,41.35,19.85,19.6,18.85,18.37,13.55,13.2
5,10.97,41.26,18.36,18.74,18.36,18.14,15.28,9999
5,11.13,40.8,18.96,18.89,18.22,17.76,9999,9999
5,11.28,40.86,20.65,19.84,18.72,17.96,15.57,15.01
5,8.89,41.33,18.82,18.58,17.84,17.39,16.09,15.76
5,9.09,40.93,18.94,19.05,18.52,18.22,9999,9999
5,9.49,40.54,20.4,19.3,18.07,17.36,15.84,14.89
5,9.72,41.48,18.85,18.73,18.06,17.58,9999,9999
5,9.84,41.45,19.73,19.23,18.27,17.55,15.45,15.9
5,9.86,41.46,19.22,18.86,18.02,17.47,16.03,9999
5,9.88,41.46,18.5,18.21,17.45,16.99,16.17,17.74
5,10.6,42.23,19.1,18.97,18.28,17.85,16.15,16.3
5,10.62,39.88,19.13,18.27,17.2,16.66,14.68,14.87
5,10.66,40.04,18.67,18.46,17.78,17.57,9999,9999
5,10.67,40.32,18.57,18.6,18.01,17.66,9999,9999
5,10.68,42.37,18.47,18.49,17.92,17.61,9999,9999
5,10.75,42.11,18.82,18.85,18.28,17.83,9999,9999
5,10.75,42.23,18.84,18.95,18.4,18.05,9999,9999
5,10.77,39.83,17.5,17.53,16.97,16.56,15.72,16.71
5,10.81,42.23,19.44,19.04,18.21,17.73,15.65,9999
5,10.89,42.29,20.05,19.53,18.59,17.99,9999,9999
5,10.9,40.65,19.79,19.21,18.23,17.57,15.53,15.78
5,10.96,39.91,18.33,18.08,17.35,16.97,15.48,15.8
5,11.01,42.31,20.59,19.69,18.53,17.8,15.51,14.88
5,11.17,41.68,21.18,19.82,18.43,17.62,15.65,15.42
5,11.18,39.99,19.25,19.17,18.51,18.12,9999,9999
5,11.19,40.61,18.48,18.49,17.94,17.74,9999,9999
5,11.29,42.04,19.92,18.81,17.46,16.33,12.76,12.58
5,11.36,40.65,18.33,18.25,17.6,17.21,15.57,15.7
5,11.48,40.29,19.73,19,17.98,17.37,14.67,14.53
5,11.59,40.67,19.62,18.74,17.59,16.82,14.55,14.54
5,11.61,40.84,18.99,18.69,17.89,17.4,14.98,9999
5,11.62,40.55,18.94,18.7,17.98,17.6,9999,9999
5,11.62,40.56,18.79,18.53,17.79,17.41,15.16,9999
5,11.71,40.03,17.94,17.92,17.36,17.15,15.96,16.51
5,11.72,40.83,19.62,19.02,18.04,17.41,15.24,15.42
5,11.77,40.03,19.52,18.9,17.9,17.24,14.99,14.78
5,11.85,40.33,18.63,18.22,17.38,16.89,14.91,14.82
5,11.96,40.13,19.8,19.03,17.99,17.41,15.81,15.7
5,11.98,41.76,19.18,19.35,18.79,18.27,9999,9999
5,12.29,41.29,19.74,19.13,18.18,17.46,9999,15.72
5,10.86,40.79,20.07,19.21,17.61,16.59,13.1,12.9
5,10.8,41.47,19.91,19.5,18.65,18.13,9999,9999
5,10.99,41.23,16.6,17.27,17.44,17.05,9999,9999
5,11.25,41.71,20.7,20.65,19.55,19.64,16.12,15.4
5,10.14,41.65,19.72,19.19,18.67,17.73,16.48,15.66
5,9.14,40.66,18.84,18.47,17.66,17.19,15.36,15.73
5,9.29,41.69,19.65,19.24,18.36,17.8,9999,9999
5,10.09,40.84,20.67,20.75,19.96,19.03,9999,9999
5,10.2,41.01,20.15,20.11,19.46,19.02,9999,9999
5,10.31,40.83,20.25,20.34,19.58,18.63,15.26,14.71
5,10.39,40.66,20.12,20.25,19.72,19.35,9999,9999
5,10.52,40.8,20.12,19.97,19.23,18.66,9999,9999
5,10.74,41.38,15.72,15.66,15.03,14.7,13.44,13.41
5,10.89,41.73,20.3,20.11,19.3,18.57,9999,9999
5,10.97,41.75,20.24,19.93,19.07,18.35,9999,9999
5,11.11,41.97,19.43,19.28,18.38,17.89,15.49,15.35
5,11.25,41.55,20.17,19.88,19.08,18.55,9999,9999
5,11.42,41.88,19.31,19.4,18.77,18.17,9999,9999
5,11.42,40.66,19.56,19.24,18.42,17.89,9999,9999
5,11.47,42.09,20.42,20.27,19.61,19.3,9999,9999
5,11.71,41.71,20.27,19.69,18.74,18.12,9999,9999
5,11.81,40.64,16.75,16.73,16.09,15.65,14.02,11.52
5,12.07,41.39,16.81,16.8,16.2,15.87,14.64,14.53
5,12.17,41.93,18.98,18.98,18.35,17.93,9999,9999
5,9.29,40.19,17.1,17.11,16.52,16.19,14.76,14.9
5,9.33,40.8,19.14,18.97,18.27,17.85,9999,9999
5,9.79,40.47,18.54,18.25,17.47,16.97,9999,9999
5,9.94,40.89,19.05,19.73,19.5,19.32,9999,9999
5,10,41.76,19.74,19.39,18.57,18.05,9999,9999
5,10,40.37,19.14,20.08,19.48,18.02,15.48,15.14
5,10.04,41.02,18.59,19.68,19.48,18.97,9999,9999
5,10.13,40.66,19.13,19.08,18.41,17.94,9999,9999
5,10.14,42.01,20.32,20.09,19.3,18.72,9999,9999
5,10.18,41.39,18.66,18.76,18.18,17.79,9999,9999
5,10.22,41.54,18.93,19.65,19.4,19.1,9999,9999
5,10.24,41.53,19.33,19.16,18.45,18.01,9999,9999
5,10.28,42.05,20.06,20.22,19.54,18.79,9999,9999
5,10.41,40.99,16.34,16.25,15.6,15.24,9999,9999
5,10.41,40.88,18.04,18.12,17.58,17.3,9999,9999
5,10.41,40.73,17.72,18.43,18,17.46,9999,9999
5,10.56,40.85,17.31,18.1,17.93,17.79,9999,9999
5,10.59,41.47,18.44,18.37,17.75,17.44,9999,9999
5,10.6,41.63,16.45,16.41,15.77,15.37,13.99,13.96
5,10.6,41.35,19.44,19.21,18.41,17.82,9999,9999
5,10.77,41.27,17.39,17.48,16.98,16.79,9999,9999
5,10.77,41.39,19.26,18.5,17.47,16.89,9999,9999
5,10.79,41.43,18.33,17.64,16.62,15.98,14.02,13.97
5,10.79,41.57,17.83,17.92,17.4,17.15,9999,9999
5,10.83,42.03,20.4,19.48,18.36,17.75,15.49,16.29
5,10.84,41.76,20.96,21.1,20.16,18.7,14.41,14.12
5,10.86,41.3,18.84,19.04,18.59,18.35,9999,9999
5,10.86,41.68,20.02,20.36,19.82,19.39,9999,9999
5,10.91,41.17,17.95,18.65,18.34,18.03,9999,9999
5,10.91,41.17,16.08,16.55,16.2,15.98,9999,9999
5,10.94,41.21,21.11,21.02,20.1,18.94,14.41,14.24
5,11,40.8,19.1,19.27,18.7,18.36,9999,9999
5,11.01,41.25,18.45,18.65,18.19,17.95,9999,9999
5,11.02,41.63,20.18,20.19,19.62,19.33,9999,9999
5,11.03,41.78,17.84,18.42,18.14,17.89,15.78,16.55
5,11.04,41.3,17.86,17.94,17.46,17.37,9999,9999
5,11.05,41.53,16.07,16.96,16.87,16.85,9999,9999
5,11.05,41.29,17.43,18.32,18.19,18.41,9999,9999
5,11.08,41.86,19.81,19.75,19.14,18.81,9999,9999
5,11.08,40.97,19.64,19.58,18.91,18.46,9999,9999
5,11.2,41.43,18.93,19.49,18.99,18.35,9999,9999
5,11.24,41.27,19.33,19.14,18.37,17.78,16.64,16.22
5,11.24,41.16,17.28,17.27,16.66,16.29,9999,14.06
5,11.42,41.86,20.2,20.32,19.57,18.65,9999,9999
5,11.5,41.85,20.32,20.19,19.42,18.78,9999,9999
5,11.73,42.35,17.47,17.93,17.72,17.35,14.92,14.43
5,11.98,41.56,18.29,18.25,17.62,17.24,9999,9999
5,11.99,41.58,18.78,18.8,18.19,17.8,9999,9999
5,11.99,41.52,19.77,19.59,18.89,18.49,9999,9999
5,12.04,41.81,18.43,18.48,17.9,17.56,9999,9999
5,12.1,41.88,20.11,19.87,19.1,18.61,9999,9999
5,12.13,41.88,17.28,16.31,15.13,14.39,12.19,12.1
5,12.13,41.79,18.8,18.88,18.3,17.9,9999,9999
5,12.14,41.59,18.81,18.09,17.06,16.43,14.49,14.2
5,12.15,41.65,17.6,17.61,17.03,16.72,15.39,15.32
5,12.17,41.87,18.81,18.85,18.29,17.99,9999,9999
5,12.18,41.57,17.07,17.04,16.41,16.04,9999,9999
5,12.21,41.95,19.11,18.57,17.62,17,15.07,15.12
5,8.87,40.49,17.14,17.14,16.53,16.17,14.43,14.69
5,9.22,39.64,19.91,18.95,17.7,16.79,14.21,14.17
5,9.79,41.02,19.36,19.26,18.59,18.18,9999,9999
5,9.91,41.58,19.91,19.01,17.88,17.15,15.06,14.95
5,10.09,41.65,19.59,18.83,17.81,17.24,15.18,15.61
5,10.21,40.28,18.4,18.17,17.42,16.96,14.94,15.11
5,10.28,41.56,19.88,19.86,19.26,18.93,9999,9999
5,10.34,42.14,19.59,19.4,18.67,18.23,9999,9999
5,10.46,41.92,16.73,16.88,16.75,17.35,14.19,14.06
5,10.48,40.84,16.25,16.02,15.28,14.82,13.17,13.19
5,10.53,41.93,19.78,19.64,19,18.54,15.19,15.2
5,10.54,40.97,18.66,18.92,18.38,17.86,15.08,14.99
5,10.67,40.28,20.58,20.24,19.42,18.89,9999,9999
5,10.79,41.13,20.38,19.48,17.98,16.69,13.01,12.83
5,10.86,41.13,19.58,19.8,19.14,18.34,9999,9999
5,10.95,41.46,20.6,19.98,18.83,17.6,13.06,12.87
5,11.13,41.61,18.5,17.94,16.96,16.27,14.23,14.56
5,11.15,41.78,19.17,18.99,18.25,17.72,9999,9999
5,11.16,41.86,20.23,20.45,19.5,18.12,9999,9999
5,11.17,41.95,19.41,19.09,18.47,18.11,9999,9999
5,11.34,42.32,20.08,18.82,17.38,16.26,12.86,12.66
5,11.71,41.76,19.41,19.19,18.41,17.84,9999,9999
5,12.14,41.91,19.55,18.85,17.84,17.24,15.41,15.15
5,12.31,41.02,16.45,16.32,15.66,15.32,14.08,13.89
5,12.31,41.15,20.32,19.46,18.33,17.61,15.07,14.9
5,12.79,42.19,18,17.86,17.16,16.72,15.09,15.64
5,11.61,41.05,15.98,15.86,15.18,14.81,13.48,13.49
5,11.63,39.4,15.88,15.7,14.99,14.61,9999,9999
5,11.24,40.97,9999,21.44,19.23,18.58,9999,9999
5,11.36,40.99,9999,20.78,19.3,17.55,14.82,14.67
5,10.1,41.69,9999,9999,9999,9999,16.53,15.28
5,9.58,41.24,9999,17.53,16.36,15.72,13.64,13.6
5,10.03,41.73,9999,9999,19.14,9999,9999,9999
5,10.09,41.7,9999,9999,19.14,9999,9999,9999
5,10.09,41.78,9999,9999,18.88,9999,9999,9999
5,10.2,40.86,9999,18.85,18.68,18.18,9999,9999
5,10.75,40.4,9999,9999,17.92,9999,15.51,15.08
5,10.1,41.72,9999,9999,9999,9999,9999,9999
5,11.19,41.29,9999,9999,9999,9999,10,9.96
5,11.22,41.42,9999,9999,9999,9999,10.34,10.31
5,10.7,41.3,9999,20.05,18.47,17.51,9999,9999
5,10.71,41.24,9999,21.5,19.88,18.79,9999,9999
5,10.63,41.33,9999,21.05,19.09,17.7,13.93,13.97
5,10.66,41.31,9999,17.2,16.83,16.1,9999,9999
5,10.63,41.31,9999,15.76,14.89,14.23,12.43,12.42
5,10.64,41.26,9999,9999,9999,9999,10.85,10.83
5,10.69,41.23,9999,9999,13.85,9999,11.87,11.85
5,10.66,41.22,9999,16.2,15.65,15.15,13.8,13.61
5,10.7,41.2,9999,19.2,18.43,17.85,9999,9999
5,10.71,41.26,9999,18.14,17.52,17.14,9999,9999
5,10.7,41.26,9999,15.76,15.32,14.89,13.54,13.75
5,10.7,41.25,9999,15.35,14.57,13.93,12.22,11.96
5,10.71,41.21,9999,9999,9999,9999,10.75,10.74
5,10.62,41.3,9999,21.45,19.33,18.11,16.12,15.42
5,10.1,41.21,9999,20.45,19.35,18.67,9999,9999
5,10.4,41.76,9999,9999,17.6,9999,14.98,15.99
5,10.49,41.75,9999,9999,17.1,9999,15.02,9999
5,10.63,41.38,9999,9999,18.58,9999,9999,9999
5,11,40.7,9999,9999,17,9999,13.15,13.2
5,11.14,40.76,9999,20.25,19.08,18.36,16.57,16.1
5,11.32,41.17,9999,9999,18,9999,15.08,15.02
5,10.81,41.98,9999,19.47,17.89,17.06,14.86,14.51
5,11.29,40.28,9999,19.86,18.44,17.55,13.84,13.66
5,13.91,45.41,9999,9999,15.34,9999,14.24,13.77
5,3.73,39.08,9999,9999,16.02,9999,14.18,14.4
5,7.22,39.09,9999,9999,9999,9999,14.3,13.82
5,11.09,38.73,9999,9999,9999,9999,14.33,14.34
5,9.62,46.14,9999,9999,9999,9999,13.47,13.48
5,7.58,41.29,9999,9999,9999,9999,14.5,14.25
5,7.88,40.55,9999,9999,9999,9999,14.19,14.15
5,12.37,38.44,9999,9999,17.97,9999,14.47,14.22
5,7.46,41.72,9999,9999,9999,9999,14.36,14.07
5,6.85,45.13,9999,9999,17.97,9999,14.39,14.23
5,10.5,40.8,9999,9999,14.2,9999,12.93,13
5,10.53,41.38,9999,9999,9999,9999,11.46,11.37
5,10.61,41.1,9999,9999,9999,9999,9999,9999
5,10.71,41.18,9999,9999,14.16,9999,12.52,12.5
5,10.75,41.07,9999,9999,9999,9999,12.3,12.27
5,10.98,41.01,9999,9999,9999,9999,11.87,11.8
5,11.29,40.28,9999,9999,9999,9999,13.47,13.36
5,11.25,41.52,9999,9999,19.87,9999,9999,9999
5,8.97,40.35,9999,9999,9999,9999,9999,9999
5,8.55,39.4,9999,9999,9999,9999,9999,9999
5,10.72,41.97,18.17,18.23,17.76,9999,16.94,9999
5,9.68,41.73,19.05,19.02,18.52,17.97,9999,9999
5,9.16,42.27,18.25,18.27,17.53,9999,15.26,9999
5,8.45,42.06,18.17,17.48,16.55,9999,14.16,14.11
5,11.6,40.5,18.42,17.73,16.72,16.16,14.03,13.99
5,9.3,39.84,19.81,18.49,17.29,9999,14.06,14.09
5,9.49,42.53,18.75,18.69,17.96,9999,16.53,16.53
5,11.53,41.35,16.7,16.55,15.72,9999,15.11,14.85
5,12.66,41.29,13.53,13.3,12.53,12.09,10.56,10.53
5,10.62,41.57,17.08,17.2,16.58,16.19,14.95,14.99
5,10.45,40.79,20.18,19.89,19.09,18.52,9999,9999
5,9.58,41.79,9999,18.73,17.6,17.58,9999,9999
5,10.73,43.96,9999,9999,17.1,9999,9999,9999
5,9.52,40.74,9999,18.62,17.6,17.29,9999,9999
5,14.56,38.05,9999,9999,18.84,9999,9999,9999
5,6.39,40.73,9999,9999,18.44,9999,9999,9999
5,7.13,37.52,9999,19.82,19.17,18.06,9999,9999
5,9.13,44.74,9999,9999,19.62,9999,9999,9999
5,9.65,44.28,9999,9999,18.99,9999,9999,9999
5,11.36,40.23,9999,19.83,19.03,18.5,9999,9999
5,12.69,41.69,9999,19.49,18.61,18.09,9999,9999
5,13.65,44.98,9999,19.7,18.77,18.64,9999,9999
5,13.82,38.85,9999,19.27,17.69,18.13,9999,9999
5,14.57,37.23,9999,9999,19.6,9999,9999,9999
5,10.7,41.26,9999,9999,9999,9999,9999,9999
5,10.7,41.31,9999,9999,9999,9999,14.74,9999
5,10.65,41.22,9999,9999,9999,9999,14.73,9999
5,10.61,41.3,9999,9999,9999,9999,9999,9999
5,10.64,40.93,9999,9999,9999,9999,9999,9999
5,9.73,41.17,9999,9999,9999,9999,9999,9999
